OriginalUsername,MediaId,CreatedDate,PostUrl,NrLikes,NrComments,ViewCount,IsVideo,TaggedUsers,MentionedUsers,Caption,Location
highsatisfied,2166861833768297349_11610112874,10/31/2019 4:55:33 PM,https://www.instagram.com/p/B4SPVt3HGOF,18181,482,384959,Yes,,"@highsatisfied,@highsatisfied,@turdtwig","Your 3rd emoji is your reaction!👇👇👇
follow @highsatisfied 🙌
follow @highsatisfied 🙌
————————————
by @turdtwig 
#satisfying #satisfyingvideos #oddlysatisfying #satisfy #satisfaction #anxietyrelief #stressrelief #sleepaid #stressrelieving #relax #relaxtime #antistress #asmr #slime #slimeasmr #f4f #l4l #followforfollow #slimevideo #satisfyingvideo #satisfyingslime #instagood #slimeasmrvideo #trend #viral #likeback #followme #trending",
highsatisfied,2163303017407685368_11610112874,10/26/2019 7:05:04 PM,https://www.instagram.com/p/B4FmKH2HaL4,12974,271,182520,Yes,,"@smsatisfy,@processvideo","1. Hold your breath 
2. Double tap with your elbow 
4. Follow me (if you’re not already ;))
3. Comment done with your eyes closed
95% will fail!
——————————
by @smsatisfy @processvideo 
#satisfying #satisfyingvideos #oddlysatisfying #satisfy #satisfaction #anxietyrelief #stressrelief #sleepaid #stressrelieving #relax #relaxtime #antistress #asmr #slime #slimeasmr #f4f #l4l #followforfollow #slimevideo #satisfyingvideo #satisfyingslime #instagood #slimeasmrvideo #trend #viral #likeback #followme #trending",
highsatisfied,2161869643065560814_11610112874,10/24/2019 7:36:18 PM,https://www.instagram.com/p/B4AgPx9n47u,15607,276,240073,Yes,,@unknown,"1. Hold your breath 
2. Double tap with your elbow 
4. Follow me (if you’re not already ;))
3. Comment done with your eyes closed
95% will fail! ——————————
by @unknown —> dm 
#slime #slimy #asmr #asmrslimesounds #asmrsounds #asmrvideo #sleepaid #sleep #crunch #crunchy #fluffyslime #butterslime #crunchyslime #slimer #stressrelieving #satisfying #daisoclay #clearslime #slime #foodslime #slimecompilation #slimerecepie  #floammaking #oddlysatisfying #floam #floammaking #sound #asmrsound #trendy #anxietyrelief #crunchyfloam",
highsatisfied,2161096906105530348_11610112874,10/23/2019 6:01:23 PM,https://www.instagram.com/p/B39wi-lnafs,23789,159,218898,Yes,,"@highsatisfied,@highsatisfied,@musiacally","This warm my heart🥺 Brothers or Couple?
follow @highsatisfied 🙌
follow @highsatisfied 🙌
——————————
by @musiacally 
#satisfying #satisfyingvideos #oddlysatisfying #satisfy #satisfaction #anxietyrelief #stressrelief #sleepaid #stressrelieving #relax #relaxtime #antistress #asmr #slime #slimeasmr #f4f #l4l #followforfollow #slimevideo #satisfyingvideo #satisfyingslime #instagood #slimeasmrvideo #trend #viral #likeback #followme #trending",
highsatisfied,2160403208212371585_11610112874,10/22/2019 7:02:42 PM,https://www.instagram.com/p/B37S0WFHNiB,33130,101,413151,Yes,,"@highsatisfied,@highsatisfied,@oddlymesmerizing","Another amazing billiard trick by Li Mengfan 🎱
Follow @highsatisfied 🙌
Follow @highsatisfied 🙌
Via @oddlymesmerizing 
#satisfying #satisfyingvideos #oddlysatisfying #satisfy #satisfaction #anxietyrelief #stressrelief #sleepaid #stressrelieving #relax #relaxtime #antistress #asmr #slime #slimeasmr #f4f #l4l #followforfollow #slimevideo #satisfyingvideo #satisfyingslime #instagood #slimeasmrvideo #trend #viral #likeback #followme #trending",
highsatisfied,2159688128160148905_11610112874,10/21/2019 7:21:49 PM,https://www.instagram.com/p/B34wOj4nS2p,21724,151,0,No,,"@highsatisfied,@highsatisfied,@sofclean","1 or 2?!😍
follow @highsatisfied 🙌
follow @highsatisfied 🙌
————————————
by @ 31228063041 (tiktok) & @sofclean 
#satisfying #satisfyingvideos #oddlysatisfying #satisfy #satisfaction #anxietyrelief #stressrelief #sleepaid #stressrelieving #relax #relaxtime #antistress #asmr #slime #slimeasmr #f4f #l4l #followforfollow #slimevideo #satisfyingvideo #satisfyingslime #instagood #slimeasmrvideo #trend #viral #likeback #followme #trending",
highsatisfied,2156796720826945521_11610112874,10/17/2019 7:37:31 PM,https://www.instagram.com/p/B3uezC9ng_x,17627,56,272780,Yes,,"@highsatisfied,@highsatisfied,@turdtwig","Sound on! What time is it for you right now?🌎❤️👇
follow @highsatisfied 🙌
follow @highsatisfied 🙌
————————————
by @turdtwig 
#satisfying #satisfyingvideos #oddlysatisfying #satisfy #satisfaction #anxietyrelief #stressrelief #sleepaid #stressrelieving #relax #relaxtime #antistress #asmr #slime #slimeasmr #f4f #l4l #followforfollow #slimevideo #satisfyingvideo #satisfyingslime #instagood #slimeasmrvideo #trend #viral #likeback #followme #trending",
highsatisfied,2154658058278457340_11610112874,10/14/2019 8:47:58 PM,https://www.instagram.com/p/B3m4haQHs_8,132440,621,0,No,,"@highsatisfied,@highsatisfied,@bizarrebeautydesigns,@just_rethought","1 or 2?!😍
follow @highsatisfied 🙌
follow @highsatisfied 🙌
————————————
by @bizarrebeautydesigns & @just_rethought 
#satisfying #satisfyingvideos #oddlysatisfying #satisfy #satisfaction #anxietyrelief #stressrelief #sleepaid #stressrelieving #relax #relaxtime #antistress #asmr #slime #slimeasmr #f4f #l4l #followforfollow #slimevideo #satisfyingvideo #satisfyingslime #instagood #slimeasmrvideo #trend #viral #likeback #followme #trending",
highsatisfied,2148736519011852622_11610112874,10/6/2019 4:44:06 PM,https://www.instagram.com/p/B3R2HrDnGFO,6667,23,124808,Yes,,"@highsatisfied,@highsatisfied","Satisfied😍
-
follow @highsatisfied for more!❤️🏆
follow @highsatisfied for more!❤️🏆
-
all credit: uwukaydence (TikTok)
dm for removal 
tags: #satisfying #satisfyingvideos #oddlysatisfying #satisfy #satisfaction #anxietyrelief #stressrelief #sleepaid #stressrelieving #relax #relaxtime #antistress #asmr #slime #slimeasmr #f4f #l4l #followforfollow #slimevideo #satisfyingvideo #satisfyingslime #instagood #slimeasmrvideo #trend #viral #kardashian #likeback #followme #trending",
highsatisfied,2148083768565360693_11610112874,10/5/2019 7:06:27 PM,https://www.instagram.com/p/B3Phs51Hug1,14734,566,133970,Yes,,"@highsatisfied,@highsatisfied,@musiacal","Write “dog” in your language😭
-
follow @highsatisfied for more!❤️🏆
follow @highsatisfied for more!❤️🏆
-
all credit: @musiacal 
dm for removal 
tags: #satisfying #satisfyingvideos #oddlysatisfying #satisfy #satisfaction #anxietyrelief #stressrelief #sleepaid #stressrelieving #relax #relaxtime #antistress #asmr #slime #slimeasmr #f4f #l4l #followforfollow #slimevideo #satisfyingvideo #satisfyingslime #instagood #slimeasmrvideo #trend #viral #kardashian #likeback #followme #trending",
