,PostUrl,NrLikes,IsVideo,Credits
164,https://www.instagram.com/p/B3NgNmvHTMl,559152,No,credit: @quik_play
60,https://www.instagram.com/p/B97F6dMHfrz,450118,No,credit: searescueirland/tiktok
1928,https://www.instagram.com/p/B2cFMNZInJA,443940,Yes,credit: @musiacal 
167,https://www.instagram.com/p/B2ZaZI6HfMn,426292,No,credit shown on individual posts ]
1769,https://www.instagram.com/p/CANvz67nHxm,351034,No,credit: @jackiegansky & unknown
68,https://www.instagram.com/p/B9zBaluHMpH,346755,No,credit: madmax_fluffyroad/tiktok
1766,https://www.instagram.com/p/CAX_kdYnOxM,337307,No,credit: johnboderting/tiktok
50,https://www.instagram.com/p/B-MzsvNnKnU,284395,Yes,credit: starbucksrecipes/tiktok
53,https://www.instagram.com/p/B-Hp2h1H4HX,280338,No,credit: urban.room.makeover/tiktok
165,https://www.instagram.com/p/B3FuOyWnP2X,274569,Yes,credit: jack_alexus/tiktok
54,https://www.instagram.com/p/B-FOlQ_n6L5,264841,No,"credit: jasmine.michh/tiktok, mochacloud/tiktok, @imhannahcho"
1767,https://www.instagram.com/p/CAVentVH3dX,263547,No,credit: paraprincess95/tiktok
3615,https://www.instagram.com/p/B-eeCP0i1ow,242864,No,credits: @wickedwinks
92,https://www.instagram.com/p/B9KEgIYHSme,229183,No,credit: animalswild/tiktok
1777,https://www.instagram.com/p/B_xayJXHBUV,225956,No,credit: vindrawilter/tiktok & unknown
161,https://www.instagram.com/p/B5V4_hcnWPR,217061,Yes,credit: worldsurfleague/tiktok
1807,https://www.instagram.com/p/B-H9SsXHfAp,215247,No,credit: skyviews35 & waterandlight on tiktok
1758,https://www.instagram.com/p/CAsqKYrH8b0,209233,No,credit: johnboderting/tiktok
1811,https://www.instagram.com/p/B92B5obHKE0,192167,No,credit: @leomahalo & @ianjpaintedit 
1827,https://www.instagram.com/p/B81gEKhnD-D,189433,No,credit: @musiacal 
1862,https://www.instagram.com/p/B6lQ4ZQnGPP,189103,Yes,credit: _mb______ on tiktok
1818,https://www.instagram.com/p/B9hZfDjHQHc,188145,No,credit: @chaoscanine & @saraalexmullen 
5,https://www.instagram.com/p/CAdOikdnHr3,183606,No,credit: david.beck/tiktok @sweet_2pi
270,https://www.instagram.com/p/CAItRl-H6vk,170168,No,credit: @fin_draper
335,https://www.instagram.com/p/B7buGWknoW2,167308,No,credit: @macroroom
38,https://www.instagram.com/p/B-hbmxdnMeA,164875,Yes,credit: starbucksrecipes/tiktok
1802,https://www.instagram.com/p/B-UtnsunrRt,164720,No,credit: kimmietow/tiktok & unknown
1772,https://www.instagram.com/p/CAGAzyqn20W,162931,No,credit: pubity/tiktok & menlovetools/tiktok
108,https://www.instagram.com/p/B8pGhXcnlie,162490,No,credit: jordi.koalitic/tiktok
271,https://www.instagram.com/p/CAGSRThHIYd,159498,No,credit: @ tiktok
1789,https://www.instagram.com/p/B_IQYZ_nvkh,158654,No,credit: searescueirland on tiktok
51,https://www.instagram.com/p/B-Koo4RHV9L,157850,No,credit: @stella.leff
107,https://www.instagram.com/p/B8q2_I-HPGY,146095,No,credit: via @round.boys
277,https://www.instagram.com/p/B_22tRTHsv4,145511,No,credit: @dangdang_official_
1829,https://www.instagram.com/p/B8wbaQoH1Jt,140966,Yes,credit: @ freezee149/tiktok
59,https://www.instagram.com/p/B99hB8Vn6B1,140631,Yes,credit: sieracutms/tiktok
46,https://www.instagram.com/p/B-R_xOIHCXf,138229,No,credit: @avamendyy
267,https://www.instagram.com/p/CAQin52HrOR,136956,No,credit: @fin_draper
11,https://www.instagram.com/p/B_7kt73HL0M,136798,No,credit: paigedormal/tiktok mari.lune/tiktok
1773,https://www.instagram.com/p/CADe0E5Hxrx,135189,No,credit: @abelgcarden
1819,https://www.instagram.com/p/B9erh-pHuPa,134534,No,credit: @fresco402
57,https://www.instagram.com/p/B-AgNsUn5tu,133966,No,credit: @beccstewart
1812,https://www.instagram.com/p/B9zWhQSH18Z,126755,No,credit: @brodiesmith21 & @miso_ara 
77,https://www.instagram.com/p/B9mPQNGH-oD,126694,Yes,credit: eeinart/tiktok
56,https://www.instagram.com/p/B-DHfYEnBw5,126622,Yes,credit: starbucksrecipes/tiktok
25,https://www.instagram.com/p/B_C8mZRnlQA,125134,No,credit: jess.ahart/tiktok
3490,https://www.instagram.com/p/CAr9hahnNVL,122552,No,"credits:venustwofacecat/tiktok, dm me"
327,https://www.instagram.com/p/B7wXjVXHLxk,118527,No,credit: @vaustinl
14,https://www.instagram.com/p/B_0MaWSHj_v,115215,No,credit: kimmyream/tiktok
1776,https://www.instagram.com/p/B_z_55EHtOY,112041,No,credit: mckinnleymalone/tiktok & @dogsianz
272,https://www.instagram.com/p/CADs4adnZWB,111644,No,credit: @fin_draper
3507,https://www.instagram.com/p/CAccKsOqO7d,111225,No,credits:dm me
93,https://www.instagram.com/p/B9J71NEnKCm,110395,Yes,credit: julzdunne17/tiktok
1932,https://www.instagram.com/p/B2Mns-HILAF,109579,Yes,credit: @turdtwig @raindropcomps 
1112,https://www.instagram.com/p/B8ZikhiHyGA,106543,No,credit @please comment or dm for credit no copyright intended
554,https://www.instagram.com/p/B-uRWXoBhU-,106082,No,credit!
255,https://www.instagram.com/p/CAvfD2Tni3t,105236,No,credit: @ paraprinces95/tiktok
99,https://www.instagram.com/p/B84YXE5HUfr,105197,Yes,credit: wooppuup/tiktok
1782,https://www.instagram.com/p/B_cz9djH_Da,105086,No,credit: @gm__golf on tiktok & unknown
451,https://www.instagram.com/p/B_243F3hit9,104538,No,credit @please comment or dm for credit no copyright intended
42,https://www.instagram.com/p/B-XUWgRHCwt,103545,No,credit: @hollyandhazelnut @andersonkelley
18,https://www.instagram.com/p/B_czxliH4v_,102066,No,credit: nicolebutner/tiktok
265,https://www.instagram.com/p/CAVthxOnNRz,100950,No,credit: @leomahalo
1792,https://www.instagram.com/p/B-4voaEHJ8W,98122,No,credit: @hakanmartensson & @cakesallib
41,https://www.instagram.com/p/B-Z3nroH3nB,96271,Yes,credit: starbucksrecipes/tiktok
159,https://www.instagram.com/p/B5dELkQH-x9,96192,Yes,credit: globalviewpoint/tiktok
1795,https://www.instagram.com/p/B-mmnELnP4_,95696,No,credit: starbucksrecipes/tiktok
16,https://www.instagram.com/p/B_iTbHRnm13,95587,No,credit: mojothemonkey/tiktok
1823,https://www.instagram.com/p/B9KJyQ5nGyF,94408,Yes,credit: _mb______ on tiktok
43,https://www.instagram.com/p/B-U1-RQnDlM,94267,No,"credit: gopihenna, hennabyharmeet, bxr.xo (tiktok)"
8,https://www.instagram.com/p/CAVX3Lqn3YR,91629,No,credit: @john_derting22
1762,https://www.instagram.com/p/CAiWOOLHpz0,91232,No,credit: @maxplore
1803,https://www.instagram.com/p/B-SQjhknCI7,90822,No,credit: parkerlocke & theocaras/tiktok
326,https://www.instagram.com/p/B7y7CcqH2hl,90641,No,credit: @quik_play via @satisfytour
2022,https://www.instagram.com/p/CAn4FbyDQgU,88995,No,credits: dm me 
1806,https://www.instagram.com/p/B-KeLFjHbz1,88310,No,credit: @corey.funk 
1980,https://www.instagram.com/p/BzYYBXEo-EO,87851,Yes,credit: @legendaryshots
72,https://www.instagram.com/p/B9sJptjnLY8,86567,No,credit: anwar.123/tiktok
1768,https://www.instagram.com/p/CAQWSIjHMHC,86438,No,credit: @tristangeissler & @redbull
126,https://www.instagram.com/p/B8T1JH3nxaS,86404,No,credit: @theseanhavens
30,https://www.instagram.com/p/B-xRuntHaWn,85034,No,credit: william.henderdog/tiktok
3513,https://www.instagram.com/p/CAXRVNgK5CZ,83953,No,credits:minara.mp4 (tiktok) @onsatisfying
58,https://www.instagram.com/p/B9_4pVcHcD0,83864,Yes,credit: starbucksrecipes/tiktok
29,https://www.instagram.com/p/B-zlmFpH84x,82079,Yes,credit: @animalasmrvideo
90,https://www.instagram.com/p/B9PyGTIHCy-,81803,No,credit: via @storytimeclips
447,https://www.instagram.com/p/B_7nGL7BI9l,79440,No,credit @please comment or dm for credit no copyright intended
111,https://www.instagram.com/p/B8mtFb6nKAx,79397,No,credit: mckinnleymalone/tiktok
3502,https://www.instagram.com/p/CAhmpZKKuRx,78591,No,credits:dm me
95,https://www.instagram.com/p/B9H8g8WHsgl,78118,Yes,credit: wooppuup/tiktok
287,https://www.instagram.com/p/B_LEnp8H8Zh,77286,No,credit: @biganimals
120,https://www.instagram.com/p/B8Z7DcvHChL,76886,No,credit: enny/tiktok
2675,https://www.instagram.com/p/B_0RW8wn1mf,76487,No,credit: @jugglinjosh -
559,https://www.instagram.com/p/B-pcf-SBqxJ,75827,No,credit!
144,https://www.instagram.com/p/B7gdEjTnM_6,75447,No,credit: via @satisfyniki
1759,https://www.instagram.com/p/CAqEELNnhyh,75386,No,credit: @muscle.honey
299,https://www.instagram.com/p/B-IZlR8n_xX,75283,No,credit: @ tiktok via @satisfytour
1784,https://www.instagram.com/p/B_VEQKen8oI,75254,No,credit: @hollyandhazelnut @andersonkelley 
78,https://www.instagram.com/p/B9mDsdNHylG,74531,No,credit: benjaminyeet/tiktok
1785,https://www.instagram.com/p/B_SoDdlHV4e,74516,No,credit: robbiecrawford/tiktok
128,https://www.instagram.com/p/B8Pf98pnGyD,73624,No,credit: samii.rosee/tiktok
65,https://www.instagram.com/p/B92IQBjndfo,73450,Yes,credit: @beingbirch
404,https://www.instagram.com/p/CAYCQsXhvu0,73125,No,credit @jacoblawsonproductions *
148,https://www.instagram.com/p/B659-yIHXlT,72823,No,credit: @quik_play
4,https://www.instagram.com/p/CAfoZkgn2RX,72725,No,credit: @ang.isco
3515,https://www.instagram.com/p/CAVR4KPqD1r,71971,No,"credits:dm me,@discover.animal"
1794,https://www.instagram.com/p/B-r17PJnBun,71371,No,credit: starbucksrecipes/tiktok
1775,https://www.instagram.com/p/B_2kwCrHH_U,70639,No,credit: turtleasmrchannl/tiktok
28,https://www.instagram.com/p/B-zsjyEHkc_,70117,No,credit: b_turn11
494,https://www.instagram.com/p/B_dHMxJBbsP,69997,No,credit!
115,https://www.instagram.com/p/B8hAWprH1jA,69920,No,credit: via @ifyouhigh
1797,https://www.instagram.com/p/B-iGn3mHici,68993,No,credit: @musiacal 
1779,https://www.instagram.com/p/B_pqkwdHZyS,68268,No,credit: @pacinthesink
1774,https://www.instagram.com/p/B_7t_jZnbGi,68247,No,credit: @paulcuffaro & vindrawilter/tiktok
9,https://www.instagram.com/p/CALR0EEH2I1,68136,No,credit: paigedormal/tiktok mari.lune/tiktok
3498,https://www.instagram.com/p/CAkoMJsqu6y,67670,No,"credits:@olegaksamitny,@lukestonesuk via @satistimes"
634,https://www.instagram.com/p/B9cYykZh2Jb,67598,No,credit *
268,https://www.instagram.com/p/CAN-CCDH1Vj,67547,No,credit: @ paigedormal/tiktok
1805,https://www.instagram.com/p/B-NFqAJH3z4,66950,No,credit: @quik_play 
52,https://www.instagram.com/p/B-H8zyxnRxv,66843,Yes,credit: @kimmietow
62,https://www.instagram.com/p/B96wfUMHppc,66614,Yes,credit: tristan.black98/tiktok
12,https://www.instagram.com/p/B_5GIBhHpg5,66486,No,credit: pfriends521/tiktok
151,https://www.instagram.com/p/B6qpTGenfWZ,66415,Yes,credit: glittery_chloe/tiktok
127,https://www.instagram.com/p/B8RrFPOHkMx,65609,No,credit: supersa5/tiktok
2681,https://www.instagram.com/p/B_xi5Winiri,65477,No,credit
261,https://www.instagram.com/p/CAgADyWHJR-,65460,No,credit: @fin_draper
3503,https://www.instagram.com/p/CAfc2BaKVBu,65035,No,credits:tiktok/ minnieandtink/micheal082
434,https://www.instagram.com/p/CADqQldhYa-,64253,No,credit!
273,https://www.instagram.com/p/CABIUQ1nz0D,64014,No,credit: @ tiktok
557,https://www.instagram.com/p/B-r7gDkBbwE,63721,No,credit!
2660,https://www.instagram.com/p/CAA6x8VnqKn,62843,No,credit
323,https://www.instagram.com/p/B76p6bCHAys,62516,No,"credit: @msistema , @batty_on_the_beats"
82,https://www.instagram.com/p/B9eUbf2HsKd,62419,Yes,credit: skyviews35/tiktok
44,https://www.instagram.com/p/B-UjLqNnh3d,62247,Yes,credit: starbucksrecipes/tiktok
98,https://www.instagram.com/p/B86dnbUH2ll,61667,No,credit: @mrdoodle
1770,https://www.instagram.com/p/CALKRNoHLif,61186,No,credit: @windowcleaner & @uslusuleyman629
422,https://www.instagram.com/p/CALdydLhtMS,61026,No,credit @ftoon.ae *
1786,https://www.instagram.com/p/B_QB1Rpnmcv,60370,No,credit: starbucksrecipes/tiktok
24,https://www.instagram.com/p/B_FkCqBnk5D,59256,No,credit: jess.ahart/tiktok
109,https://www.instagram.com/p/B8ou-nInsN6,58746,No,credit: kwai
61,https://www.instagram.com/p/B966cffHAW2,57832,Yes,credit: lvcxdvs/tiktok
119,https://www.instagram.com/p/B8b5KYpnULU,57649,No,credit: @terraliving
2130,https://www.instagram.com/p/B9-g9ryDpl5,56507,No,credit: @seareascueirland/tiktok
70,https://www.instagram.com/p/B9uT1VIHTdP,56492,Yes,credit: @dannmace
338,https://www.instagram.com/p/B7OzscVnsT8,55276,No,credit: @fezzie_the_magician
1763,https://www.instagram.com/p/CAf-eOJnW9N,54654,No,credit: charlotte_martel/tiktok
105,https://www.instagram.com/p/B8rLqUdHpPT,54350,No,credit: machallam123/tiktok
69,https://www.instagram.com/p/B9wmhcTn0iH,53963,Yes,credit: waterandlight/tiktok
13,https://www.instagram.com/p/B_2uVDFHGyl,53945,No,credit: punch8/tiktok
593,https://www.instagram.com/p/B-H8ScphetB,53752,No,credit @please comment or dm for credit no copyright intended
123,https://www.instagram.com/p/B8Wj3F4HkHw,53390,No,credit: via @satisfylure
168,https://www.instagram.com/p/B2JtCR3HEVT,53274,No,credit: @tiktok ]
3619,https://www.instagram.com/p/B-XY9epjCwa,53205,No,credits: @ tiktok
2632,https://www.instagram.com/p/CASwgoUHq86,52349,No,credits @perfectframe.ig on youtube and goodnamin on tiktok
2789,https://www.instagram.com/p/B-aLLPknSje,52278,No,credit @no copyright intended please dm or comment for credit *
501,https://www.instagram.com/p/B_X71jFBcKz,52050,No,credit!
86,https://www.instagram.com/p/B9Z0LlpHvFJ,51940,Yes,credit: ?
332,https://www.instagram.com/p/B7jdkFtHyoQ,51769,No,credit: @powervisiongo
116,https://www.instagram.com/p/B8e-4y3HBtB,51524,No,credit: brendandanou/tiktok
87,https://www.instagram.com/p/B9XjaMgnyRN,51494,Yes,credit: sosatisfying/tiktok
7,https://www.instagram.com/p/CAYF5fknviG,51108,No,credit: creatingwonders/tiktok
636,https://www.instagram.com/p/B9Z25D3hA4d,50786,No,credit @daisy_edwards7 *
94,https://www.instagram.com/p/B9IFKfPHpbw,50613,No,credit: amal324/tiktok
1757,https://www.instagram.com/p/CAvPlNfnncT,50459,No,credit: @kwtrina
145,https://www.instagram.com/p/B7dzmVRH83j,50381,No,credit: lordsavesall/tiktok
497,https://www.instagram.com/p/B_csGQShaqs,49298,No,credit!
282,https://www.instagram.com/p/B_dD-KCHQxP,49015,No,credit: @biganimalss
2715,https://www.instagram.com/p/B_VSeALHU2D,48971,No,credit
322,https://www.instagram.com/p/B79OevGnv2W,48726,No,credit: @forestceramicco -
76,https://www.instagram.com/p/B9m9RXxHQ2E,48365,Yes,credit: okjackok/tiktok
1788,https://www.instagram.com/p/B_Kzb7mH4tS,48312,No,credit: beaumoreland on tiktok
3500,https://www.instagram.com/p/CAijJXJqKPo,48304,No,credits:dm me
1798,https://www.instagram.com/p/B-e6skJnvVm,48008,No,credit: @elhamgholami 
3620,https://www.instagram.com/p/B-WvpNEDWUJ,47483,No,credits: @ unknown
1972,https://www.instagram.com/p/Bz3WCXwo-Vm,47416,Yes,credit: @ dm please!
79,https://www.instagram.com/p/B9hqj-PH8DQ,46928,No,credit: emmawalswa/tiktok
247,https://www.instagram.com/p/BzF8udEndCG,46895,No,credit: @wickedwinks
2712,https://www.instagram.com/p/B_aOkkSnZQI,46754,No,credit
280,https://www.instagram.com/p/B_vEXeMnQqi,46747,No,credit: @witenry
431,https://www.instagram.com/p/CAGLBNShB91,46705,No,credit!
1939,https://www.instagram.com/p/B11ex97o3cM,46697,Yes,credit: @polymerclayworkshop 
1790,https://www.instagram.com/p/B--EtgpHKak,46422,No,credit: waterandlight/tiktok
1825,https://www.instagram.com/p/B86gc1HnTV5,46381,No,credit: sosatisfying (tiktok)
85,https://www.instagram.com/p/B9byO6anF2t,46338,No,credit: via @iboslimes
121,https://www.instagram.com/p/B8Wy2hNnQ_E,45701,Yes,credit: @chaoscanine
3553,https://www.instagram.com/p/B_0M_iCqlCN,45672,No,credits:complex/tiktok / zenmo_ca/tiktok
276,https://www.instagram.com/p/B_5ZVSHnz0r,45437,No,credit: @sosatisfying
73,https://www.instagram.com/p/B9sBPt-H9kk,45327,No,credit: sosatisfying/tiktok
2030,https://www.instagram.com/p/CAgNQb_jOR4,45217,No,credits: @engineering_enigma
2036,https://www.instagram.com/p/CAbEmbWjf19,45036,No,credits: douyin (xuyilaoxiancai)
91,https://www.instagram.com/p/B9M7J_rHW-L,44692,Yes,credit: theocaras/tiktok
3496,https://www.instagram.com/p/CAmwVE7Kfff,44629,No,credits:@ mojothemonkey -> tiktok 😇
103,https://www.instagram.com/p/B8wrh9oH05h,44432,No,credit: @madhotglass
3684,https://www.instagram.com/p/B9EWc8RD4N1,44431,No,credits: @satisfyaddict.s & @satisfyingxsoapxcutting
2050,https://www.instagram.com/p/CANgDLBj4G5,44388,No,credit: luxusburger on yt —————————————————
1808,https://www.instagram.com/p/B-FYbBNHMio,44339,No,credit: @bish.usa & madmax_fluffyroad/tiktok 
256,https://www.instagram.com/p/CAs6agcnzbJ,44188,No,credit: @vaustinl
3532,https://www.instagram.com/p/CAGeo2UnTiN,44187,No,credits:🤩 or 😠 ?
1861,https://www.instagram.com/p/B6n76Arntsg,44014,Yes,credit: @turdtwig @raindropcomps 
131,https://www.instagram.com/p/B8MWsZmnT3V,43843,No,credit: glowopedia/tiktok
337,https://www.instagram.com/p/B7Rbg1cnOsf,43163,No,credit: @m.satisfying -
114,https://www.instagram.com/p/B8hdO6GnHOz,43077,No,credit: stevieslides/tiktok
37,https://www.instagram.com/p/B-kHSpTnPHr,42886,No,credit: creatingwonders/tiktok
81,https://www.instagram.com/p/B9edYIDH6HC,42878,No,credit: paintmxers/tiktok
1817,https://www.instagram.com/p/B9j1MUan5Hh,42747,No,credit: @thomaspainting & unknown
1941,https://www.instagram.com/p/B1tdYewo425,42629,Yes,credit: @peter_anton_ 
2098,https://www.instagram.com/p/B-9-UAEDtqt,42275,No,credit: (dm for credit)
2691,https://www.instagram.com/p/B_poKJ-ntxv,42009,No,credit: @howridiculous -
415,https://www.instagram.com/p/CAQbreDh8rE,41622,No,credit @sanago 3d on youtube *
171,https://www.instagram.com/p/B198WZYHM87,41259,No,credit: @foodychannel ]
1793,https://www.instagram.com/p/B-zl-9MHlkU,41041,No,credit: unknown —> dm
102,https://www.instagram.com/p/B8zbfzcn42R,40846,No,credit: sosatisfying/tiktok
398,https://www.instagram.com/p/CAdBSZLhZgf,40839,No,credit @vaustinl *
3630,https://www.instagram.com/p/B-J35t2j9lh,40798,No,credits: @aeslimeic
67,https://www.instagram.com/p/B9zKJuvnEhL,40750,Yes,credit: @madamemack
1542,https://www.instagram.com/p/CAIv9mqB9cW,40499,No,credit @dm for removal*
1799,https://www.instagram.com/p/B-aFnAYHWAy,40365,No,credit: @ unknown —> pls dm 
71,https://www.instagram.com/p/B9t_35PHayE,40060,No,credit: @leekangbin91
6,https://www.instagram.com/p/CAalQsVHLM_,40055,No,credit: sosatisfying/tiktok
566,https://www.instagram.com/p/B-h4ht7BF6_,39741,No,credit @please comment or dm for credit no copyright intended
113,https://www.instagram.com/p/B8kCgf_nPRr,39468,No,credit: kwai
2690,https://www.instagram.com/p/B_p2092H7Bg,39407,No,credit: @rippels_paperlover -
101,https://www.instagram.com/p/B82FO6_HCZq,39003,Yes,credit: wooppuup/tiktok
84,https://www.instagram.com/p/B9b_HLDHvr4,38727,Yes,credit: parkerlocke/tiktok
3,https://www.instagram.com/p/CAioDqwHBJc,38580,No,credit: houseandhens/tiktok
3494,https://www.instagram.com/p/CAntunEKbJ8,38326,No,credits:dm me
1945,https://www.instagram.com/p/B1jO9ZvoDZ7,38162,Yes,credit: @alexxschauer 
2834,https://www.instagram.com/p/B9pC3smpuAg,38138,No,credit @no copyright intended please dm or comment for credit
321,https://www.instagram.com/p/B8KDRngnfDG,37784,No,credit: @salavat.fidai
1070,https://www.instagram.com/p/B86vUpaH89f,37544,No,credit @please comment or dm for credit no copyright intended
134,https://www.instagram.com/p/B8CfM_Dn01k,37230,No,credit: satisfyingfeed/tiktok
562,https://www.instagram.com/p/B-mv86EhSlc,37095,No,credit @please comment or dm for credit no copyright intended
1983,https://www.instagram.com/p/BzRCKIyoe_g,36960,Yes,credit: @sciencebob
110,https://www.instagram.com/p/B8ocT52nvl4,36944,No,credit: wildtube/tiktok
124,https://www.instagram.com/p/B8UdZFqHUf8,36790,No,credit: @theflippistflipbooks
178,https://www.instagram.com/p/B1rmEi9nmUo,36379,No,credit @really_romeo ]
594,https://www.instagram.com/p/B-HnYWZBNSH,36334,No,credit @please comment or dm for credit no copyright intended
1813,https://www.instagram.com/p/B9w1kLtHFbC,36189,No,credit: @amauryguichon 
1,https://www.instagram.com/p/CA0Zrt9nFUg,36170,No,credit: kimmietow/tiktok
1756,https://www.instagram.com/p/CAxxRq1nOUU,36077,No,credit: vindrawilter/tiktok & @saraalexmullen
3504,https://www.instagram.com/p/CAfBCCbqReu,35893,No,credits:ytr2345 (döuyin)  w13681630694 (döuyin)
163,https://www.instagram.com/p/B4-S6NhndYl,35460,Yes,credit: oceanviews/tiktok
465,https://www.instagram.com/p/B_uneGhhAgu,35281,No,credit @please comment or dm for credit no copyright intended
1754,https://www.instagram.com/p/CA28-KqHCIB,35041,No,credit: skyviews35 & waterandlight on tiktok
966,https://www.instagram.com/p/B-Ab8rTnRhz,35027,No,credit @dm for removal*
479,https://www.instagram.com/p/B_k22xGBN7T,34971,No,credit @please comment or dm for credit no copyright intended
499,https://www.instagram.com/p/B_aTF2jBJc2,34866,No,credit!
1796,https://www.instagram.com/p/B-kIHymHxcA,34813,No,credit: unknown & @beachy.slimes2 
2103,https://www.instagram.com/p/B-zpP2iDgda,34729,No,credit: (dm for credit) & @physicsfun
33,https://www.instagram.com/p/B-r08TZnJ2b,34647,Yes,credit: complex/tiktok
1760,https://www.instagram.com/p/CAnhKOfnKjg,34592,No,credit: @leomahalo
2761,https://www.instagram.com/p/B-xZZ_Kn8hZ,34413,No,credit
1791,https://www.instagram.com/p/B-7a9DHn3BO,34354,No,credit: unknown —> dm
579,https://www.instagram.com/p/B-SZUHJB1ke,34316,No,credit @please comment or dm for credit no copyright intended
257,https://www.instagram.com/p/CAqThpYnwMw,34274,No,credit: @leomahalo
1860,https://www.instagram.com/p/B6qcA0HHv13,34194,Yes,credit: _mb______ on tiktok
75,https://www.instagram.com/p/B9pcvm-nfN-,34176,No,credit: duongtieng/youtube
2668,https://www.instagram.com/p/B_5c-RpHUHH,34004,No,credit
132,https://www.instagram.com/p/B8ErubqHkWr,33972,No,credit: magicbananas923/tiktok
245,https://www.instagram.com/p/BzI4gbhnr_H,33672,No,credit: @wickedwinks
130,https://www.instagram.com/p/B8MhsKhn95E,33653,No,credit: ydoe/tiktok
1532,https://www.instagram.com/p/CAQY83AhGfZ,33643,No,credit @dm for removal*
1765,https://www.instagram.com/p/CAazvqsnZS3,33515,No,"credit: unknown, dm"
3485,https://www.instagram.com/p/CAxATwhq41v,33388,No,"credits:@ dm me,@satisfyaddict.s"
932,https://www.instagram.com/p/B-fNbVRnka7,33356,No,credit @dm for removal*
3519,https://www.instagram.com/p/CASIQZVqv0K,33161,No,credits:@plantovernick
2615,https://www.instagram.com/p/CAdSb6pHQNj,33147,No,credit
359,https://www.instagram.com/p/CA01MukBrqE,33136,No,credit @tiktok
1810,https://www.instagram.com/p/B97Ey51ntsO,33043,Yes,credit: @ unknown —> pls dm 
357,https://www.instagram.com/p/CA269TQB-1O,33006,No,credit @danielareigns *
2600,https://www.instagram.com/p/CAlBuHNnnsM,32950,No,credit!
125,https://www.instagram.com/p/B8UN3wynv22,32807,No,credit: anwar.1231/tiktok
624,https://www.instagram.com/p/B9kOH5DhAOm,32732,No,credit @please comment or dm for credit no copyright intended
166,https://www.instagram.com/p/B2kPmoDnv_D,32522,No,credit: @tiktok ]
2822,https://www.instagram.com/p/B9zv1sMpm3g,32088,No,credit @baristaali *
3624,https://www.instagram.com/p/B-Rmb6jCFgO,32004,No,credits: @powervisiongo & @m.satisfying
20,https://www.instagram.com/p/B_QPoJonq1L,31977,No,credit: @sweetportfolio
444,https://www.instagram.com/p/B_-F6DzBTBd,31765,No,credit @please comment or dm for credit no copyright intended
2,https://www.instagram.com/p/CAqYCxNnDgU,31621,No,credit: izz03/tiktok
1822,https://www.instagram.com/p/B9MtiKFn5xJ,31597,Yes,credit: _mb______ on tiktok
336,https://www.instagram.com/p/B7ZK7DEnqp3,31554,No,credit: @tibbleslimes
331,https://www.instagram.com/p/B7l_wXcnyJY,31545,No,credit: @sand.tagious
89,https://www.instagram.com/p/B9Sa415HY5n,31497,No,credit: cuteanimqls/tiktok
183,https://www.instagram.com/p/B1joaVGH1Ec,31460,No,credit @yourmadda ]
2016,https://www.instagram.com/p/CAtC2YUDc1a,31375,No,credits: @jcpaquarium
1783,https://www.instagram.com/p/B_aNaGdnBX-,31350,No,credit: @satisfyingnotcrying
470,https://www.instagram.com/p/B_qC5mtBf7t,31307,No,credit @please comment or dm for credit no copyright intended
360,https://www.instagram.com/p/CA0pw8yBE5b,31299,No,credit @tylermenne24 *
339,https://www.instagram.com/p/B7MPW87HDMA,31278,No,credit: @ dm me!
2062,https://www.instagram.com/p/B_-gVkTDrK4,31153,No,credit:  @patrickc_la ———————
508,https://www.instagram.com/p/B_VF-oahtac,31043,No,credit!
1494,https://www.instagram.com/p/CAnwRZEBPEO,30897,No,credit @dm for removal*
2100,https://www.instagram.com/p/B-4-Qs0DF7l,30829,Yes,credit: @shibakoma
1949,https://www.instagram.com/p/B1WcvYfIGR_,30789,Yes,credit: @hangryblogger 
568,https://www.instagram.com/p/B-hjV7zhOKI,30753,No,credit @please comment or dm for credit no copyright intended
2024,https://www.instagram.com/p/CAnRoj-jiSO,30708,No,credits: dm me 
329,https://www.instagram.com/p/B7rJHi2HxV3,30534,No,credit: @asmr.seawave -
333,https://www.instagram.com/p/B7g2YVtnVzs,30495,No,credit: @arbenl1berateme
2059,https://www.instagram.com/p/CADKxLxjNwJ,30182,Yes,credit: china tiktok (抖音) ———————
39,https://www.instagram.com/p/B-e115WnPj0,30157,Yes,credit: @meridian.rose.official
401,https://www.instagram.com/p/CAacAHhhpR-,30111,No,credit @macroroom *
967,https://www.instagram.com/p/B-AWy44n7td,30077,No,credit @dm for removal*
152,https://www.instagram.com/p/B6bcz6IHWpt,29807,Yes,credit: bored_realtor/tiktok
2793,https://www.instagram.com/p/B-XcRt-nMAN,29670,No,credit @no copyright intended please dm or comment for credit *
480,https://www.instagram.com/p/B_kufaABXhu,29532,No,credit!
587,https://www.instagram.com/p/B-NTlNdB9VA,29477,No,credit @please comment or dm for credit no copyright intended
524,https://www.instagram.com/p/B_DU93yB8-Z,29396,No,credit!
391,https://www.instagram.com/p/CAgEduOhNmW,29259,No,credit @skechart88 *
491,https://www.instagram.com/p/B_fivlUhPMM,28964,No,credit!
47,https://www.instagram.com/p/B-PenrXnB_e,28941,No,credit: @marianachaves_
2671,https://www.instagram.com/p/B_5LhZBH8DS,28938,No,credit: @waywardgrain -
